Entity,Code,Year,Official development assistance (ODA) by recipient (Official donors),1012392-annotations
Djibouti,DJI,2007,113356800,
Djibouti,DJI,2008,135260020,
Djibouti,DJI,2009,155893630,
Djibouti,DJI,2010,112416900,
Djibouti,DJI,2011,131823304,
Djibouti,DJI,2012,138584130,
Djibouti,DJI,2013,142679950,
Djibouti,DJI,2014,155065570,
Djibouti,DJI,2015,184247710,
Djibouti,DJI,2016,199681580,
Djibouti,DJI,2017,148366110,
Djibouti,DJI,2018,179861820,
Djibouti,DJI,2019,267924220,
Djibouti,DJI,2020,264454660,
Djibouti,DJI,2021,172112140,
Djibouti,DJI,2022,60856060,
Djibouti,DJI,2023,214646100,
Dominica,DMA,1973,432567,
Dominica,DMA,1974,17899298,
Dominica,DMA,1975,32786994,
Dominica,DMA,1976,18177980,
Dominica,DMA,1977,19563902,
Dominica,DMA,1978,24837704,
Dominica,DMA,1979,26267922,
Dominica,DMA,1980,42633230,
Dominica,DMA,1981,37856344,
Dominica,DMA,1982,42780204,
Dominica,DMA,1983,26142968,
Dominica,DMA,1984,40668364,
Dominica,DMA,1985,45535132,
Dominica,DMA,1986,26686890,
Dominica,DMA,1987,30161418,
Dominica,DMA,1988,32374978,
Dominica,DMA,1989,41416344,
Dominica,DMA,1990,29190154,
Dominica,DMA,1991,25956850,
Dominica,DMA,1992,17323688,
Dominica,DMA,1993,13462088,
Dominica,DMA,1994,25775288,
Dominica,DMA,1995,27279656,
Dominica,DMA,1996,52880364,
Dominica,DMA,1997,17560004,
Dominica,DMA,1998,26677528,
Dominica,DMA,1999,11462601,
Dominica,DMA,2000,19791688,
Dominica,DMA,2001,28503336,
Dominica,DMA,2002,37779572,
Dominica,DMA,2003,13366324,
Dominica,DMA,2004,30385654,
Dominica,DMA,2005,24542242,
Dominica,DMA,2006,21510864,
Dominica,DMA,2007,19730818,
Dominica,DMA,2008,19554996,
Dominica,DMA,2009,34183296,
Dominica,DMA,2010,29244874,
Dominica,DMA,2011,21158656,
Dominica,DMA,2012,24254062,
Dominica,DMA,2013,18275920,
Dominica,DMA,2014,14740120,
Dominica,DMA,2015,12687472,
Dominica,DMA,2016,8594677,
Dominica,DMA,2017,20828056,
Dominica,DMA,2018,28182388,
Dominica,DMA,2019,54430148,
Dominica,DMA,2020,66270070,
Dominica,DMA,2021,76493896,
Dominica,DMA,2022,59520240,
Dominica,DMA,2023,50754172,
Dominican Republic,DOM,1960,1518107,
Dominican Republic,DOM,1961,1237317,
Dominican Republic,DOM,1962,164461460,
Dominican Republic,DOM,1963,349227900,
Dominican Republic,DOM,1964,170553390,
Dominican Republic,DOM,1965,562770500,
Dominican Republic,DOM,1966,362699740,
Dominican Republic,DOM,1967,394174720,
Dominican Republic,DOM,1968,279312540,
Dominican Republic,DOM,1969,212637760,
Dominican Republic,DOM,1970,207634270,
Dominican Republic,DOM,1971,137145840,
Dominican Republic,DOM,1972,131431900,
Dominican Republic,DOM,1973,97739310,
Dominican Republic,DOM,1974,72920980,
Dominican Republic,DOM,1975,83120300,
Dominican Republic,DOM,1976,94490860,
Dominican Republic,DOM,1977,53935616,
Dominican Republic,DOM,1978,62997064,
Dominican Republic,DOM,1979,138730200,
Dominican Republic,DOM,1980,187607140,
Dominican Republic,DOM,1981,161618980,
Dominican Republic,DOM,1982,251167470,
Dominican Republic,DOM,1983,154532980,
Dominican Republic,DOM,1984,357567100,
Dominican Republic,DOM,1985,392471460,
Dominican Republic,DOM,1986,145087700,
Dominican Republic,DOM,1987,220053520,
Dominican Republic,DOM,1988,192122370,
Dominican Republic,DOM,1989,230106220,
Dominican Republic,DOM,1990,140417150,
Dominican Republic,DOM,1991,112990840,
Dominican Republic,DOM,1992,101593040,
Dominican Republic,DOM,1993,-33499206,
Dominican Republic,DOM,1994,78962376,
Dominican Republic,DOM,1995,95271160,
Dominican Republic,DOM,1996,97729350,
Dominican Republic,DOM,1997,78079300,
Dominican Republic,DOM,1998,145521220,
Dominican Republic,DOM,1999,249601550,
Dominican Republic,DOM,2000,73749704,
Dominican Republic,DOM,2001,160530320,
Dominican Republic,DOM,2002,216725010,
Dominican Republic,DOM,2003,95359630,
Dominican Republic,DOM,2004,111790030,
Dominican Republic,DOM,2005,113218910,
Dominican Republic,DOM,2006,100653990,
Dominican Republic,DOM,2007,146167330,
Dominican Republic,DOM,2008,174137570,
Dominican Republic,DOM,2009,138426560,
Dominican Republic,DOM,2010,198213440,
Dominican Republic,DOM,2011,228006100,
Dominican Republic,DOM,2012,265335790,
Dominican Republic,DOM,2013,148023890,
Dominican Republic,DOM,2014,161680700,
Dominican Republic,DOM,2015,297750400,
Dominican Republic,DOM,2016,193613300,
Dominican Republic,DOM,2017,130592984,
Dominican Republic,DOM,2018,99170540,
Dominican Republic,DOM,2019,140002800,
Dominican Republic,DOM,2020,371154430,
Dominican Republic,DOM,2021,423862940,
Dominican Republic,DOM,2022,368214500,
Dominican Republic,DOM,2023,630559040,
East African Community,,1966,135202200,
East African Community,,1967,90238440,
East African Community,,1968,-190816,
East African Community,,1969,21851968,
East African Community,,1970,22918760,
East African Community,,1971,112831864,
East African Community,,1972,62819200,
East African Community,,1973,59862760,
East African Community,,1974,71933130,
East African Community,,1975,88889930,
East African Community,,1976,65638704,
East African Community,,1977,21526128,
East African Community,,1978,35004660,
East African Community,,1979,8769568,
East African Community,,1980,11066180,
East African Community,,1981,10058433,
East African Community,,1982,9380761,
East African Community,,1983,12625453,
East African Community,,1984,6990962,
East African Community,,1985,29730248,
East African Community,,1986,4232812,
East African Community,,1987,2345308,
East African Community,,1988,1286364,
East African Community,,1992,-364410,
East Timor,TLS,1961,19513618,
East Timor,TLS,1967,3219737,
East Timor,TLS,1974,33664,
East Timor,TLS,1975,962796,
East Timor,TLS,1976,1766357,
East Timor,TLS,1978,35682,
East Timor,TLS,1979,1055313,
East Timor,TLS,1980,862589,
East Timor,TLS,1981,640620,
East Timor,TLS,1982,566891,
East Timor,TLS,1983,1079480,
East Timor,TLS,1986,636068,
East Timor,TLS,1988,41129,
East Timor,TLS,1990,156064,
East Timor,TLS,1991,1238708,
East Timor,TLS,1992,204885,
East Timor,TLS,1993,660311,
East Timor,TLS,1994,314242,
East Timor,TLS,1995,24899,
East Timor,TLS,1996,118477,
East Timor,TLS,1997,690648,
East Timor,TLS,1998,2493403,
East Timor,TLS,1999,285872480,
East Timor,TLS,2000,420444000,
East Timor,TLS,2001,359013200,
East Timor,TLS,2002,375717600,
East Timor,TLS,2003,252206380,
East Timor,TLS,2004,213447340,
East Timor,TLS,2005,223061810,
East Timor,TLS,2006,251104480,
East Timor,TLS,2007,306961760,
East Timor,TLS,2008,281492130,
East Timor,TLS,2009,233682140,
East Timor,TLS,2010,286256320,
East Timor,TLS,2011,254940590,
East Timor,TLS,2012,266273920,
East Timor,TLS,2013,244764220,
East Timor,TLS,2014,245197460,
East Timor,TLS,2015,236375340,
East Timor,TLS,2016,241175980,
East Timor,TLS,2017,245435710,
East Timor,TLS,2018,213379980,
East Timor,TLS,2019,238008340,
East Timor,TLS,2020,265510060,
East Timor,TLS,2021,248851460,
East Timor,TLS,2022,224597380,
East Timor,TLS,2023,255270430,
Eastern Africa (OECD),,1960,1412106000,
Eastern Africa (OECD),,1961,2122810800,
Eastern Africa (OECD),,1962,2153249500,
Eastern Africa (OECD),,1963,2157532700,
Eastern Africa (OECD),,1964,2636368000,
Eastern Africa (OECD),,1965,2633625600,
Eastern Africa (OECD),,1966,3061919200,
Eastern Africa (OECD),,1967,2886256400,
Eastern Africa (OECD),,1968,3151988200,
Eastern Africa (OECD),,1969,2548242700,
Eastern Africa (OECD),,1970,2709522700,
Eastern Africa (OECD),,1971,2894015200,
Eastern Africa (OECD),,1972,3100513800,
Eastern Africa (OECD),,1973,3140130800,
Eastern Africa (OECD),,1974,4683866000,
Eastern Africa (OECD),,1975,6009161700,
Eastern Africa (OECD),,1976,5356650500,
Eastern Africa (OECD),,1977,6018600400,
Eastern Africa (OECD),,1978,7102203000,
Eastern Africa (OECD),,1979,8369994000,
Eastern Africa (OECD),,1980,9630788000,
Eastern Africa (OECD),,1981,9992678000,
Eastern Africa (OECD),,1982,11143260000,
Eastern Africa (OECD),,1983,10986135000,
Eastern Africa (OECD),,1984,11269256000,
Eastern Africa (OECD),,1985,13436969000,
Eastern Africa (OECD),,1986,12370099000,
Eastern Africa (OECD),,1987,12223398000,
Eastern Africa (OECD),,1988,13102375000,
Eastern Africa (OECD),,1989,12547226000,
Eastern Africa (OECD),,1990,13996914000,
Eastern Africa (OECD),,1991,13445769000,
Eastern Africa (OECD),,1992,14894058000,
Eastern Africa (OECD),,1993,13799927000,
Eastern Africa (OECD),,1994,13097308000,
Eastern Africa (OECD),,1995,12039658000,
Eastern Africa (OECD),,1996,9174136000,
Eastern Africa (OECD),,1997,9640967000,
Eastern Africa (OECD),,1998,9342377000,
Eastern Africa (OECD),,1999,9031571000,
Eastern Africa (OECD),,2000,10480132000,
Eastern Africa (OECD),,2001,11608606000,
Eastern Africa (OECD),,2002,13974351000,
Eastern Africa (OECD),,2003,13248691000,
Eastern Africa (OECD),,2004,15143579000,
Eastern Africa (OECD),,2005,16050895000,
Eastern Africa (OECD),,2006,17752377000,
Eastern Africa (OECD),,2007,19004828000,
Eastern Africa (OECD),,2008,20462066000,
Eastern Africa (OECD),,2009,22858076000,
Eastern Africa (OECD),,2010,18644726000,
Eastern Africa (OECD),,2011,20906787000,
Eastern Africa (OECD),,2012,22112514000,
Eastern Africa (OECD),,2013,24804454000,
Eastern Africa (OECD),,2014,22089441000,
Eastern Africa (OECD),,2015,22934387000,
Eastern Africa (OECD),,2016,23748653000,
Eastern Africa (OECD),,2017,26313900000,
Eastern Africa (OECD),,2018,24972480000,
Eastern Africa (OECD),,2019,26659516000,
Eastern Africa (OECD),,2020,33757094000,
Eastern Africa (OECD),,2021,29879040000,
Eastern Africa (OECD),,2022,27950942000,
Eastern Africa (OECD),,2023,28930648000,
Ecuador,ECU,1960,51616064,
Ecuador,ECU,1961,89218136,
Ecuador,ECU,1962,100597320,
Ecuador,ECU,1963,122595440,
Ecuador,ECU,1964,138091410,
Ecuador,ECU,1965,153600580,
Ecuador,ECU,1966,175865650,
Ecuador,ECU,1967,184804380,
Ecuador,ECU,1968,150415330,
Ecuador,ECU,1969,110792824,
Ecuador,ECU,1970,127101530,
Ecuador,ECU,1971,130856660,
Ecuador,ECU,1972,109599720,
Ecuador,ECU,1973,146489330,
Ecuador,ECU,1974,126069544,
Ecuador,ECU,1975,150429260,
Ecuador,ECU,1976,178162910,
Ecuador,ECU,1977,113114630,
Ecuador,ECU,1978,84801016,
Ecuador,ECU,1979,130838810,
Ecuador,ECU,1980,73585280,
Ecuador,ECU,1981,87647850,
Ecuador,ECU,1982,105969730,
Ecuador,ECU,1983,129946440,
Ecuador,ECU,1984,186056220,
Ecuador,ECU,1985,204236900,
Ecuador,ECU,1986,212520030,
Ecuador,ECU,1987,343478600,
Ecuador,ECU,1988,267097600,
Ecuador,ECU,1989,233406370,
Ecuador,ECU,1990,224625730,
Ecuador,ECU,1991,293437860,
Ecuador,ECU,1992,299590000,
Ecuador,ECU,1993,267054560,
Ecuador,ECU,1994,264627310,
Ecuador,ECU,1995,224327020,
Ecuador,ECU,1996,289464030,
Ecuador,ECU,1997,215985550,
Ecuador,ECU,1998,240834130,
Ecuador,ECU,1999,215423540,
Ecuador,ECU,2000,242359920,
Ecuador,ECU,2001,273799200,
Ecuador,ECU,2002,353231420,
Ecuador,ECU,2003,282732540,
Ecuador,ECU,2004,246960430,
Ecuador,ECU,2005,315043330,
Ecuador,ECU,2006,257697420,
Ecuador,ECU,2007,241842940,
Ecuador,ECU,2008,247452450,
Ecuador,ECU,2009,235551490,
Ecuador,ECU,2010,170138610,
Ecuador,ECU,2011,184930020,
Ecuador,ECU,2012,157120380,
Ecuador,ECU,2013,150815180,
Ecuador,ECU,2014,163404300,
Ecuador,ECU,2015,345162270,
Ecuador,ECU,2016,261021390,
Ecuador,ECU,2017,219663380,
Ecuador,ECU,2018,401914850,
Ecuador,ECU,2019,522925000,
Ecuador,ECU,2020,348427460,
Ecuador,ECU,2021,292061060,
Ecuador,ECU,2022,377580350,
Ecuador,ECU,2023,541406340,
Egypt,EGY,1960,1633685500,
Egypt,EGY,1961,893423200,
Egypt,EGY,1962,1400786000,
Egypt,EGY,1963,1558967000,
Egypt,EGY,1964,1742860200,
Egypt,EGY,1965,908481100,
Egypt,EGY,1966,693095360,
Egypt,EGY,1967,230993060,
Egypt,EGY,1968,219323360,
Egypt,EGY,1969,63746756,
Egypt,EGY,1970,1157828600,
Egypt,EGY,1971,854754300,
Egypt,EGY,1972,781316300,
Egypt,EGY,1973,4264630800,
Egypt,EGY,1974,5994121000,
Egypt,EGY,1975,9673182000,
Egypt,EGY,1976,9104311000,
Egypt,EGY,1977,9166770000,
Egypt,EGY,1978,8293314600,
Egypt,EGY,1979,4389879300,
Egypt,EGY,1980,3734752000,
Egypt,EGY,1981,3415855400,
Egypt,EGY,1982,3749137700,
Egypt,EGY,1983,3669015000,
Egypt,EGY,1984,4413468000,
Egypt,EGY,1985,4288271000,
Egypt,EGY,1986,3629445600,
Egypt,EGY,1987,3504456200,
Egypt,EGY,1988,2790641700,
Egypt,EGY,1989,3101947400,
Egypt,EGY,1990,10301523000,
Egypt,EGY,1991,8982200000,
Egypt,EGY,1992,5887355000,
Egypt,EGY,1993,3772917200,
Egypt,EGY,1994,3951976400,
Egypt,EGY,1995,2701574100,
Egypt,EGY,1996,3034926000,
Egypt,EGY,1997,2885349000,
Egypt,EGY,1998,2964678400,
Egypt,EGY,1999,2398998800,
Egypt,EGY,2000,2137224800,
Egypt,EGY,2001,2057100200,
Egypt,EGY,2002,2023995600,
Egypt,EGY,2003,1416915100,
Egypt,EGY,2004,1943909400,
Egypt,EGY,2005,1332006800,
Egypt,EGY,2006,1066390700,
Egypt,EGY,2007,1317463200,
Egypt,EGY,2008,1798083600,
Egypt,EGY,2009,1028101800,
Egypt,EGY,2010,565720900,
Egypt,EGY,2011,385470460,
Egypt,EGY,2012,1593729200,
Egypt,EGY,2013,5307852300,
Egypt,EGY,2014,3455138600,
Egypt,EGY,2015,2831093800,
Egypt,EGY,2016,2791405600,
Egypt,EGY,2017,105927450,
Egypt,EGY,2018,2097495600,
Egypt,EGY,2019,1734449300,
Egypt,EGY,2020,1534910500,
Egypt,EGY,2021,7732486000,
Egypt,EGY,2022,5818904600,
Egypt,EGY,2023,478788400,
El Salvador,SLV,1960,10506339,
El Salvador,SLV,1961,63750560,
El Salvador,SLV,1962,48910700,
El Salvador,SLV,1963,86996750,
El Salvador,SLV,1964,92546120,
El Salvador,SLV,1965,104268160,
El Salvador,SLV,1966,146342930,
El Salvador,SLV,1967,98877000,
El Salvador,SLV,1968,71524840,
El Salvador,SLV,1969,80241490,
El Salvador,SLV,1970,84909080,
El Salvador,SLV,1971,61242264,
El Salvador,SLV,1972,86846730,
El Salvador,SLV,1973,62023750,
El Salvador,SLV,1974,43310290,
El Salvador,SLV,1975,67858210,
El Salvador,SLV,1976,65713424,
El Salvador,SLV,1977,85278850,
El Salvador,SLV,1978,92127820,
El Salvador,SLV,1979,97483256,
El Salvador,SLV,1980,228668770,
El Salvador,SLV,1981,319207460,
El Salvador,SLV,1982,483712600,
El Salvador,SLV,1983,623227100,
El Salvador,SLV,1984,576776600,
El Salvador,SLV,1985,779623040,
El Salvador,SLV,1986,747162400,
El Salvador,SLV,1987,911481100,
El Salvador,SLV,1988,819381570,
El Salvador,SLV,1989,767056600,
El Salvador,SLV,1990,611483970,
El Salvador,SLV,1991,480904930,
El Salvador,SLV,1992,618466700,
El Salvador,SLV,1993,573053200,
El Salvador,SLV,1994,429857180,
El Salvador,SLV,1995,376928930,
El Salvador,SLV,1996,348982400,
El Salvador,SLV,1997,366722980,
El Salvador,SLV,1998,261541500,
El Salvador,SLV,1999,269254820,
El Salvador,SLV,2000,259623170,
El Salvador,SLV,2001,378790800,
El Salvador,SLV,2002,370234620,
El Salvador,SLV,2003,284229860,
El Salvador,SLV,2004,315453540,
El Salvador,SLV,2005,256850980,
El Salvador,SLV,2006,194789260,
El Salvador,SLV,2007,129394410,
El Salvador,SLV,2008,233577060,
El Salvador,SLV,2009,303455940,
El Salvador,SLV,2010,335415330,
El Salvador,SLV,2011,335154080,
El Salvador,SLV,2012,260074770,
El Salvador,SLV,2013,173241660,
El Salvador,SLV,2014,104019500,
El Salvador,SLV,2015,103530030,
El Salvador,SLV,2016,148545340,
El Salvador,SLV,2017,169670020,
El Salvador,SLV,2018,271693820,
El Salvador,SLV,2019,332408700,
El Salvador,SLV,2020,357668130,
El Salvador,SLV,2021,210553500,
El Salvador,SLV,2022,709233600,
El Salvador,SLV,2023,482264130,
Equatorial Guinea,GNQ,1973,4859152,
Equatorial Guinea,GNQ,1974,69441256,
Equatorial Guinea,GNQ,1975,8411375,
Equatorial Guinea,GNQ,1976,1566034,
Equatorial Guinea,GNQ,1977,2890120,
Equatorial Guinea,GNQ,1978,1775116,
Equatorial Guinea,GNQ,1979,7026803,
Equatorial Guinea,GNQ,1980,22016388,
Equatorial Guinea,GNQ,1981,26298944,
Equatorial Guinea,GNQ,1982,37729184,
Equatorial Guinea,GNQ,1983,29016772,
Equatorial Guinea,GNQ,1984,40550410,
Equatorial Guinea,GNQ,1985,45510384,
Equatorial Guinea,GNQ,1986,42755670,
Equatorial Guinea,GNQ,1987,100089490,
Equatorial Guinea,GNQ,1988,80762590,
Equatorial Guinea,GNQ,1989,98644830,
Equatorial Guinea,GNQ,1990,88642230,
Equatorial Guinea,GNQ,1991,90059120,
Equatorial Guinea,GNQ,1992,82199016,
Equatorial Guinea,GNQ,1993,75835410,
Equatorial Guinea,GNQ,1994,41429412,
Equatorial Guinea,GNQ,1995,42134068,
Equatorial Guinea,GNQ,1996,40036016,
Equatorial Guinea,GNQ,1997,34932148,
Equatorial Guinea,GNQ,1998,32626294,
Equatorial Guinea,GNQ,1999,29878842,
Equatorial Guinea,GNQ,2000,35279292,
Equatorial Guinea,GNQ,2001,22624192,
Equatorial Guinea,GNQ,2002,30903480,
Equatorial Guinea,GNQ,2003,26468952,
Equatorial Guinea,GNQ,2004,32590378,
Equatorial Guinea,GNQ,2005,41743692,
Equatorial Guinea,GNQ,2006,27350260,
Equatorial Guinea,GNQ,2007,29342870,
Equatorial Guinea,GNQ,2008,28627012,
Equatorial Guinea,GNQ,2009,28491050,
Equatorial Guinea,GNQ,2010,80799530,
Equatorial Guinea,GNQ,2011,21697072,
Equatorial Guinea,GNQ,2012,13630061,
Equatorial Guinea,GNQ,2013,4099100,
Equatorial Guinea,GNQ,2014,68476,
Equatorial Guinea,GNQ,2015,8084960,
Equatorial Guinea,GNQ,2016,7625287,
Equatorial Guinea,GNQ,2017,7486268,
Equatorial Guinea,GNQ,2018,6819296,
Equatorial Guinea,GNQ,2019,66638184,
Equatorial Guinea,GNQ,2020,7379867,
Equatorial Guinea,GNQ,2021,13543950,
Equatorial Guinea,GNQ,2022,12418051,
Equatorial Guinea,GNQ,2023,10980667,
Eritrea,ERI,1971,183630,
Eritrea,ERI,1973,2979906,
Eritrea,ERI,1974,9395765,
Eritrea,ERI,1975,6250655,
Eritrea,ERI,1977,7294112,
Eritrea,ERI,1978,14832751,
Eritrea,ERI,1979,10880747,
Eritrea,ERI,1980,11350488,
Eritrea,ERI,1981,13897507,
Eritrea,ERI,1982,11448208,
Eritrea,ERI,1983,11431319,
Eritrea,ERI,1984,11633496,
Eritrea,ERI,1986,2120225,
Eritrea,ERI,1987,3658846,
Eritrea,ERI,1988,3404784,
Eritrea,ERI,1990,6924849,
Eritrea,ERI,1992,1401578,
Eritrea,ERI,1993,111424390,
Eritrea,ERI,1994,234644670,
Eritrea,ERI,1995,207875250,
Eritrea,ERI,1996,223969440,
Eritrea,ERI,1997,179123020,
Eritrea,ERI,1998,244593760,
Eritrea,ERI,1999,226298930,
Eritrea,ERI,2000,287813700,
Eritrea,ERI,2001,459554980,
Eritrea,ERI,2002,353455000,
Eritrea,ERI,2003,442798080,
Eritrea,ERI,2004,350599700,
Eritrea,ERI,2005,448226880,
Eritrea,ERI,2006,143499900,
Eritrea,ERI,2007,163791760,
Eritrea,ERI,2008,142840340,
Eritrea,ERI,2009,147919420,
Eritrea,ERI,2010,160898300,
Eritrea,ERI,2011,122610420,
Eritrea,ERI,2012,135030050,
Eritrea,ERI,2013,78392480,
Eritrea,ERI,2014,81583896,
Eritrea,ERI,2015,103008160,
Eritrea,ERI,2016,73903480,
Eritrea,ERI,2017,84696960,
Eritrea,ERI,2018,86891610,
Eritrea,ERI,2019,280631680,
Eritrea,ERI,2020,63517510,
Eritrea,ERI,2021,43198732,
Eritrea,ERI,2022,63487464,
Eritrea,ERI,2023,121985930,
Eswatini,SWZ,1960,89871580,
Eswatini,SWZ,1961,116894410,
Eswatini,SWZ,1962,63541972,
Eswatini,SWZ,1963,61229160,
Eswatini,SWZ,1964,119477940,
Eswatini,SWZ,1965,134796480,
Eswatini,SWZ,1966,88837640,
Eswatini,SWZ,1967,78739570,
Eswatini,SWZ,1968,70730450,
Eswatini,SWZ,1969,82772770,
Eswatini,SWZ,1970,43477748,
Eswatini,SWZ,1971,11361583,
Eswatini,SWZ,1972,50921644,
Eswatini,SWZ,1973,56816052,
Eswatini,SWZ,1974,69467660,
Eswatini,SWZ,1975,55598156,
Eswatini,SWZ,1976,51497970,
Eswatini,SWZ,1977,108223170,
Eswatini,SWZ,1978,134476320,
Eswatini,SWZ,1979,129660520,
Eswatini,SWZ,1980,118880450,
Eswatini,SWZ,1981,86056070,
Eswatini,SWZ,1982,67245950,
Eswatini,SWZ,1983,84571704,
Eswatini,SWZ,1984,77768940,
Eswatini,SWZ,1985,62171860,
Eswatini,SWZ,1986,73319610,
Eswatini,SWZ,1987,88100500,
Eswatini,SWZ,1988,72394184,
Eswatini,SWZ,1989,59014444,
Eswatini,SWZ,1990,89203496,
Eswatini,SWZ,1991,83986710,
Eswatini,SWZ,1992,83790616,
Eswatini,SWZ,1993,83883610,
Eswatini,SWZ,1994,79817610,
Eswatini,SWZ,1995,75658904,
Eswatini,SWZ,1996,41517624,
Eswatini,SWZ,1997,35897456,
Eswatini,SWZ,1998,48659780,
Eswatini,SWZ,1999,38726940,
Eswatini,SWZ,2000,16979242,
Eswatini,SWZ,2001,44041244,
Eswatini,SWZ,2002,31260144,
Eswatini,SWZ,2003,42194490,
Eswatini,SWZ,2004,24057328,
Eswatini,SWZ,2005,48836184,
Eswatini,SWZ,2006,36666228,
Eswatini,SWZ,2007,52274388,
Eswatini,SWZ,2008,71428580,
Eswatini,SWZ,2009,61452980,
Eswatini,SWZ,2010,97180970,
Eswatini,SWZ,2011,129133100,
Eswatini,SWZ,2012,100938820,
Eswatini,SWZ,2013,124154110,
Eswatini,SWZ,2014,94029740,
Eswatini,SWZ,2015,105648830,
Eswatini,SWZ,2016,168341950,
Eswatini,SWZ,2017,165077600,
Eswatini,SWZ,2018,131385530,
Eswatini,SWZ,2019,78125780,
Eswatini,SWZ,2020,113449930,
Eswatini,SWZ,2021,126441100,
Eswatini,SWZ,2022,97627440,
Eswatini,SWZ,2023,105573080,
Ethiopia,ETH,1960,144945900,
Ethiopia,ETH,1961,181408160,
Ethiopia,ETH,1962,205635520,
Ethiopia,ETH,1963,189434940,
Ethiopia,ETH,1964,120618870,
Ethiopia,ETH,1965,153284530,
Ethiopia,ETH,1966,179532200,
Ethiopia,ETH,1967,187479040,
Ethiopia,ETH,1968,288191360,
Ethiopia,ETH,1969,242780210,
Ethiopia,ETH,1970,261689020,
Ethiopia,ETH,1971,273547170,
Ethiopia,ETH,1972,255153200,
Ethiopia,ETH,1973,321018370,
Ethiopia,ETH,1974,524645760,
Ethiopia,ETH,1975,506576260,
Ethiopia,ETH,1976,529647330,
Ethiopia,ETH,1977,377226660,
Ethiopia,ETH,1978,413359400,
Ethiopia,ETH,1979,497562900,
Ethiopia,ETH,1980,501139230,
Ethiopia,ETH,1981,625665300,
Ethiopia,ETH,1982,522058720,
Ethiopia,ETH,1983,896350000,
Ethiopia,ETH,1984,1019154370,
Ethiopia,ETH,1985,1967901600,
Ethiopia,ETH,1986,1408373100,
Ethiopia,ETH,1987,1174248600,
Ethiopia,ETH,1988,1708777700,
Ethiopia,ETH,1989,1269475700,
Ethiopia,ETH,1990,1550454500,
Ethiopia,ETH,1991,1659243900,
Ethiopia,ETH,1992,1662248000,
Ethiopia,ETH,1993,1605248500,
Ethiopia,ETH,1994,1543909200,
Ethiopia,ETH,1995,1143993100,
Ethiopia,ETH,1996,1078185700,
Ethiopia,ETH,1997,840468500,
Ethiopia,ETH,1998,975157950,
Ethiopia,ETH,1999,946672300,
Ethiopia,ETH,2000,1074702100,
Ethiopia,ETH,2001,1715563100,
Ethiopia,ETH,2002,1991504500,
Ethiopia,ETH,2003,2250341400,
Ethiopia,ETH,2004,2303379500,
Ethiopia,ETH,2005,2412031700,
Ethiopia,ETH,2006,2351098000,
Ethiopia,ETH,2007,2765365200,
Ethiopia,ETH,2008,3506303200,
Ethiopia,ETH,2009,4126280700,
Ethiopia,ETH,2010,3036285400,
Ethiopia,ETH,2011,3548767700,
Ethiopia,ETH,2012,3368319700,
Ethiopia,ETH,2013,3958907600,
Ethiopia,ETH,2014,3611656700,
Ethiopia,ETH,2015,3579104800,
Ethiopia,ETH,2016,4577661000,
Ethiopia,ETH,2017,4562823700,
Ethiopia,ETH,2018,5198316500,
Ethiopia,ETH,2019,5013528000,
Ethiopia,ETH,2020,5510091300,
Ethiopia,ETH,2021,4055632600,
Ethiopia,ETH,2022,4930271000,
Ethiopia,ETH,2023,5185704400,
Europe (OECD),,1960,3053992200,
Europe (OECD),,1961,4588430300,
Europe (OECD),,1962,3611936300,
Europe (OECD),,1963,3492717000,
Europe (OECD),,1964,2558517800,
Europe (OECD),,1965,2737796600,
Europe (OECD),,1966,2893122300,
Europe (OECD),,1967,2049508700,
Europe (OECD),,1968,1665535600,
Europe (OECD),,1969,1742559400,
Europe (OECD),,1970,1207242400,
Europe (OECD),,1971,1447923500,
Europe (OECD),,1972,1608536300,
Europe (OECD),,1973,1167007200,
Europe (OECD),,1974,541624260,
Europe (OECD),,1975,565396740,
Europe (OECD),,1976,1180046200,
Europe (OECD),,1977,1250885100,
Europe (OECD),,1978,1077886600,
Europe (OECD),,1979,2184133600,
Europe (OECD),,1980,2983607300,
Europe (OECD),,1981,2389853200,
Europe (OECD),,1982,2081299800,
Europe (OECD),,1983,1382735700,
Europe (OECD),,1984,1077493200,
Europe (OECD),,1985,1079569800,
Europe (OECD),,1986,1255012200,
Europe (OECD),,1987,893545000,
Europe (OECD),,1988,805916300,
Europe (OECD),,1989,575545000,
Europe (OECD),,1990,2119120400,
Europe (OECD),,1991,3115028200,
Europe (OECD),,1992,3175612700,
Europe (OECD),,1993,5101328400,
Europe (OECD),,1994,3153893600,
Europe (OECD),,1995,2960687400,
Europe (OECD),,1996,2866412500,
Europe (OECD),,1997,2574493000,
Europe (OECD),,1998,3010711000,
Europe (OECD),,1999,6117196300,
Europe (OECD),,2000,5987645400,
Europe (OECD),,2001,5559585000,
Europe (OECD),,2002,7811763000,
Europe (OECD),,2003,4680245000,
Europe (OECD),,2004,4467121700,
Europe (OECD),,2005,4780356600,
Europe (OECD),,2006,5777823000,
Europe (OECD),,2007,4451703300,
Europe (OECD),,2008,5066987000,
Europe (OECD),,2009,5647279000,
Europe (OECD),,2010,5520554500,
Europe (OECD),,2011,8307802600,
Europe (OECD),,2012,7986295000,
Europe (OECD),,2013,7114897400,
Europe (OECD),,2014,8121189000,
Europe (OECD),,2015,7479092700,
Europe (OECD),,2016,8830939000,
